RecordID,Offense,IncidentID,BlockNumber,StreetName,Agency,DateReported,HourReported,ReportingOfficer
15100,Larceny - All Other,201900024941,1700,MONTICELLO RD,CPD,2019/08/31 19:09:57+00,1509,"HARPINE, MATTHEW"
15101,Robbery - Strong Arm,201900024942,1000,WERTLAND ST,CPD,2019/08/31 19:09:19+00,1509,"FLURY, MICHAEL"
15102,Assault Simple,201900024929,1300,"CARLTON AVE, 102",CPD,2019/08/31 17:06:46+00,1306,"HARPINE, MATTHEW"
15103,Missing Person-adult,201900024915,800,E MARKET ST,CPD,2019/08/31 14:29:07+00,1029,"FLURY, MICHAEL"
15104,Larceny - All Other,201900024911,1100,5TH ST SW,CPD,2019/08/31 14:26:47+00,1026,"Godfrey, Gregory "
15105,Suspicious Activity,201900024912,200,E MAIN ST,CPD,2019/08/31 14:26:34+00,1026,"Thelen, Rebecca"
15106,Larceny - All Other,201900024903,900,2ND ST SE,CPD,2019/08/31 12:46:12+00,0846,"HARPINE, MATTHEW"
15107,Assault Intimidation,201900024882,1600,E MARKET ST,CPD,2019/08/31 07:05:49+00,0305,"TRAVERS, JOSHUA"
15108,Disorderly Conduct,201900024874,400,E MAIN ST,CPD,2019/08/31 05:48:18+00,0148,"Lee, Chandler"
15109,Larceny - All Other,201900024867,400,"GARRETT ST, A",CPD,2019/08/31 04:15:36+00,0015,"Babij, Joshua"
15110,Assault Simple,201900024856,1200,GRADY AVE,CPD,2019/08/31 02:58:27+00,2258,"Adams, Jonathan"
15111,Suspicious Activity,201900024845,600,E MARKET ST,CPD,2019/08/31 01:21:25+00,2121,"Babij, Joshua"
15112,Lost/FoundProperty,201900024813,1100,EMMET ST N,CPD,2019/08/30 20:08:50+00,1608,"Newton, Arla"
15113,Comm Relations Initiative - CRI,201900024812,100,MCCORMICK RD,CPD,2019/08/30 20:04:14+00,1604,"Jaeger, Jeffrey"
15114,Stolen Property Offenses,201900024811,100,MADISON LN,CPD,2019/08/30 19:25:20+00,1525,"Oberholzer, Robbie"
15115,Vandalism,201900024805,500,HARRIS RD,CPD,2019/08/30 18:57:56+00,1457,"Pendleton, Eric"
15116,Drug/Narcotics Violation,201900024803,900,PAGE ST,CPD,2019/08/30 18:44:19+00,1444,"FLURY, MICHAEL"
15117,Assault Simple,201900024785,600,11TH ST NW,CPD,2019/08/30 15:54:27+00,1154,"Oberholzer, Robbie"
15118,Animal Complaint,201900024781,600,E MARKET ST,CPD,2019/08/30 14:58:25+00,1058,"Breeden, Casey"
15119,Lost/FoundProperty,201900024777,300,W MAIN ST,CPD,2019/08/30 13:54:07+00,0954,"Arndt, Brian"
15120,Disorderly Conduct,201900024767,200,HARRIS RD,CPD,2019/08/30 13:39:29+00,0939,"Cundiff, Ross"
15121,Fraud-wire fraud,201900024774,800,RIDGE ST,CPD,2019/08/30 13:27:48+00,0927,"Trammell, Ryan"
15122,Assist Citizen - Mental/TDO/ECO,201900024766,300,RIDGE ST,CPD,2019/08/30 13:25:48+00,0925,"HARPINE, MATTHEW"
15123,Hit and Run,201900024755,700,LEVY AVE,CPD,2019/08/30 11:45:12+00,0745,"HARPINE, MATTHEW"
15124,Missing Person-adult,201900024754,300,PALATINE AVE,CPD,2019/08/30 11:43:54+00,0743,"Trammell, Ryan"
15125,Missing Person-juvenile,201900024743,1400,"MONTICELLO RD, 23",CPD,2019/08/30 04:26:30+00,0026,"Blackwell, Ryan"
15126,Assault Simple,201900024731,100,ELLIEWOOD AVE,CPD,2019/08/30 02:18:32+00,2218,"Jaeger, Jeffrey"
15127,Larceny - All Other,201900024729,1000,W MAIN ST,CPD,2019/08/30 02:03:48+00,2203,"Pittman, Terry"
15128,Disorderly Conduct,201900024713,1500,DAIRY RD,CPD,2019/08/29 21:02:26+00,1702,"Shiflett, Tammy"
15129,Larceny - Shoplifitng,201900024707,1100,EMMET ST N,CPD,2019/08/29 20:05:56+00,1605,"Chan, William"
15130,Hit and Run,201900024688,,EMMET ST N / BARRACKS RD,CPD,2019/08/29 18:17:19+00,1417,"Trammell, Ryan"
15131,Larceny - From Motor Vehicle,201900024682,400,5TH ST SW,CPD,2019/08/29 17:47:31+00,1347,"Trammell, Ryan"
15132,Assault Intimidation,201900024676,1900,EMMET ST N,CPD,2019/08/29 16:51:37+00,1251,"Oberholzer, Robbie"
15133,Larceny - All Other,201900024664,1300,CARLTON AVE,CPD,2019/08/29 15:45:04+00,1145,"Trammell, Ryan"
15134,Lost/FoundProperty,201900024659,200,RIDGE MCINTIRE RD,CPD,2019/08/29 15:03:52+00,1103,"Newton, Arla"
15135,Assault Simple,201900024652,600,"CABELL AVE, D",CPD,2019/08/29 14:08:09+00,1008,"Hamill, Annmarie"
15136,Assault Simple,201900024651,2000,"MICHIE DR, B",CPD,2019/08/29 14:07:20+00,1007,"Hamill, Annmarie"
15137,Assault Simple,201900024613,1200,KING ST,CPD,2019/08/29 01:42:24+00,2142,"Zhang, Kai"
15138,Fraud-false pretense,201900024601,1700,E MARKET ST,CPD,2019/08/28 23:31:24+00,1931,"Wagner, Christopher "
15139,Larceny - All Other,201900024594,1800,MONTICELLO RD,CPD,2019/08/28 21:19:03+00,1719,"Bowers, Justin"
15140,Assist Citizen - Mental/TDO/ECO,201900024584,1200,"CARLTON AVE, 4",CPD,2019/08/28 20:10:42+00,1610,"Bowers, Justin"
15141,Assist Citizen - Mental/TDO/ECO,201900024566,200,E MAIN ST,CPD,2019/08/28 16:11:14+00,1211,"Barbour, Tremaine"
15142,Larceny - From Motor Vehicle,201900024532,900,MONTICELLO AVE,CPD,2019/08/28 04:22:28+00,0022,"Blackwell, Ryan"
15143,Assist Citizen - Mental/TDO/ECO,201900024530,100,W SOUTH ST,CPD,2019/08/28 03:37:17+00,2337,"Jones, Mark"
15144,Assist Citizen - Mental/TDO/ECO,201900024517,400,13TH ST NE,CPD,2019/08/28 01:36:18+00,2136,"Zhang, Kai"
15145,Fraud-false pretense,201900024507,1700,E MARKET ST,CPD,2019/08/28 01:13:47+00,2113,"Wagner, Christopher "
15146,Animal Complaint,201900024505,500,7TH ST NE,CPD,2019/08/28 00:15:47+00,2015,"Hiner, Kim"
15147,Hit and Run,201900024491,900,EMMET ST N,CPD,2019/08/27 22:11:02+00,1811,"Burchardt, Rudy"
15148,Larceny - All Other,201900024490,1300,WERTLAND ST,CPD,2019/08/27 21:39:21+00,1739,"Wagner, Christopher "
15149,Vandalism,201900024481,4000,CITY WALK WAY,CPD,2019/08/27 19:35:26+00,1535,"Wagner, Christopher "
15150,Fraud-credit card,201900024477,1400,WELLFORD ST,CPD,2019/08/27 19:11:41+00,1511,"Trammell, Ryan"
15151,Suspicious Activity,201900024475,900,PRESTON AVE,CPD,2019/08/27 18:44:43+00,1444,"Thelen, Rebecca"
15152,Misc - Non-Criminal Call,201900024470,1000,BELMONT AVE,CPD,2019/08/27 18:18:25+00,1418,"Johnston, Ernest"
15153,Suspicious Activity,201900024469,800,DRUID AVE,CPD,2019/08/27 18:07:34+00,1407,"Stayments, Ronald "
15154,Lost/FoundProperty,201900024472,2600,JEFFERSON PARK CIR,CPD,2019/08/27 17:35:17+00,1335,"Newton, Arla"
15155,Larceny - From Motor Vehicle,201900024461,1100,RIVER RD,CPD,2019/08/27 16:15:17+00,1215,"KEPLINGER, CHRISTOPHER"
15156,Larceny - From Motor Vehicle,201900024458,800,"W MAIN ST, 503",CPD,2019/08/27 15:34:50+00,1134,"Trammell, Ryan"
15157,Drug/Narcotics Violation,201900024444,700,"HARRIS ST, 202",CPD,2019/08/27 12:52:48+00,0852,"KEPLINGER, CHRISTOPHER"
15158,Suspicious Activity,201900024438,2200,WAYNE AVE,CPD,2019/08/27 12:35:58+00,0835,"Stayments, Ronald "
15159,Suspicious Activity,201900024437,900,ROCKLAND AVE,CPD,2019/08/27 12:34:56+00,0834,"Stayments, Ronald "
15160,Animal Complaint,201900024434,700,STONEHENGE AVE,CPD,2019/08/27 12:08:28+00,0808,"Breeden, Casey"
15161,Assist Agency - Backup/Assist,201900024417,1300,PARHAM CIR,CPD,2019/08/27 03:17:39+00,2317,"Arreguin, Arron"
15162,Suspicious Activity,201900024407,1500,"GREEN ST, 1",CPD,2019/08/27 01:26:25+00,2126,"Fink, James"
15163,Larceny - Shoplifitng,201900024401,1200,AVON ST,CPD,2019/08/26 23:38:28+00,1938,"Zhang, Kai"
15164,Hit and Run,201900024399,,AVON ST / BLENHEIM AVE,CPD,2019/08/26 23:22:52+00,1922,"Zhang, Kai"
15165,Hit and Run,201900024377,100,EMMET ST N,CPD,2019/08/26 19:20:46+00,1520,"Burnett, James"
15166,Assault Simple,201900024375,800,PRESTON AVE,CPD,2019/08/26 18:27:25+00,1427,"Shiflett, Tammy"
15167,Lost/FoundProperty,201900024378,900,ROCKLAND AVE,CPD,2019/08/26 18:18:55+00,1418,"Zhang, Kai"
15168,Larceny - All Other,201900024372,700,"PROSPECT AVE, D",CPD,2019/08/26 18:12:04+00,1412,"Johnston, Ernest"
15169,Drug/Narcotics Violation,201900024366,200,BYPASS W,CPD,2019/08/26 17:34:55+00,1334,"Thelen, Rebecca"
15170,Vandalism,201900024344,100,W SOUTH ST,CPD,2019/08/26 14:25:38+00,1025,"Johnston, Ernest"
15171,Larceny - All Other,201900024342,300,15TH ST NW,CPD,2019/08/26 14:12:40+00,1012,"Burnett, James"
15172,Hit and Run,201900024325,200,5TH ST SW,CPD,2019/08/26 05:30:57+00,0130,"Byrd, Timothy"
15173,Assault Simple,201900024324,300,E MAIN ST,CPD,2019/08/26 05:26:32+00,0126,"Reed, Patrick"
15174,Assist Citizen - Mental/TDO/ECO,201900024322,100,2ND ST NE,CPD,2019/08/26 04:34:47+00,0034,"Raines, Christopher"
15175,Suspicious Activity,201900024293,800,"W MAIN ST, 522",CPD,2019/08/25 21:43:32+00,1743,"Raines, Christopher"
15176,Vandalism,201900024287,200,RIDGE ST,CPD,2019/08/25 20:38:47+00,1638,"Quinlan, Richard"
15177,Motor Vehicle Theft,201900024286,200,BURNET ST,CPD,2019/08/25 19:48:34+00,1548,"Bowers, Justin"
15178,Burglary,201900024257,1500,E HIGH ST,CPD,2019/08/25 14:07:16+00,1007,"KEPLINGER, CHRISTOPHER"
15179,Larceny - Shoplifitng,201900024256,1700,HYDRAULIC RD,CPD,2019/08/25 13:47:11+00,0947,"Thelen, Rebecca"
15180,Accident w/Injuries,201900024254,1600,UNIVERSITY AVE,CPD,2019/08/25 12:47:26+00,0847,"Burnett, James"
15181,Assault Aggravated,201900024248,1400,"EMMET ST N, A",CPD,2019/08/25 07:59:31+00,0359,"Adams, Jonathan"
15182,Drunkeness DIP,201900024246,100,13TH ST NW,CPD,2019/08/25 07:35:37+00,0335,"Byrd, Timothy"
15183,Suspicious Activity,201900024239,700,"MADISON AVE, A",CPD,2019/08/25 06:09:28+00,0209,"Burchardt, Rudy"
15184,Driving Under the Influence,201900024238,2500,JEFFERSON PARK AVE,CPD,2019/08/25 05:54:02+00,0154,"Stein, Nathan"
15185,Driving Under the Influence,201900024233,1400,W MAIN ST,CPD,2019/08/25 05:26:19+00,0126,"Pittman, Terry"
15186,Vandalism,201900024232,300,"15TH ST NW, 1049",CPD,2019/08/25 05:03:51+00,0103,"Holley, Barrett"
15187,Assault Simple,201900024229,1100,SEMINOLE TRL,CPD,2019/08/25 04:36:28+00,0036,"Burchardt, Rudy"
15188,Phone Calls - Threat or Obscene,201900024207,200,AZALEA DR,CPD,2019/08/25 01:23:37+00,2123,"Babij, Joshua"
15189,Accident w/Injuries,201900024202,800,5TH ST SW,CPD,2019/08/25 00:43:05+00,2043,"Stein, Nathan"
15190,Assist Citizen - Mental/TDO/ECO,201900024197,600,E MARKET ST,CPD,2019/08/25 00:05:31+00,2005,"Gower, Charles"
15191,Assault Simple,201900024196,600,E MARKET ST,CPD,2019/08/25 00:05:07+00,2005,"Raines, Christopher"
15192,Accident w/Injuries,201900024195,1500,JEFFERSON PARK AVE,CPD,2019/08/24 23:47:43+00,1947,"Babij, Joshua"
15193,Hit and Run,201900024193,100,"13TH ST NW, A4",CPD,2019/08/24 23:43:50+00,1943,"Pittman, Terry"
15194,Vandalism,201900024152,600,PRESTON PL,CPD,2019/08/24 17:05:42+00,1305,"Sandridge, Jeffrey"
15195,Burglary,201900024141,100,CHANCELLOR ST,CPD,2019/08/24 15:39:08+00,1139,"Trammell, Ryan"
15196,Burglary,201900024122,900,RIVER RD,CPD,2019/08/24 11:55:45+00,0755,"Barbour, Tremaine"
15197,Driving Under the Influence,201900024106,1300,"E MARKET ST, A",CPD,2019/08/24 06:14:52+00,0214,"TRAVERS, JOSHUA"
15198,Assault Aggravated,201900024104,300,E MAIN ST,CPD,2019/08/24 05:44:28+00,0144,"Freivald, Jon"
15199,Assault Simple,201900024085,600,12TH ST NW,CPD,2019/08/24 03:20:59+00,2320,"Jaeger, Jeffrey"
15200,Larceny - All Other,201900024078,1200,"SMITH ST, B",CPD,2019/08/24 02:46:48+00,2246,"Babij, Joshua"
15201,Sex Offense-forcible fondling,201900024074,1600,GREEN ST,CPD,2019/08/24 01:47:10+00,2147,"Stein, Nathan"
15202,Assault Simple,201900024068,1100,PARK ST,CPD,2019/08/24 00:54:54+00,2054,"Bowers, Justin"
15203,Lost/FoundProperty,201900024064,600,E MARKET ST,CPD,2019/08/23 23:49:55+00,1949,"Babij, Joshua"
15204,Animal Complaint,201900024061,600,ELIZABETH AVE,CPD,2019/08/23 23:28:38+00,1928,"Gower, Charles"
15205,Fraud-impersonation,201900024054,1600,"MERIDIAN ST, B",CPD,2019/08/23 22:40:07+00,1840,"Babij, Joshua"
15206,Assist Citizen - Mental/TDO/ECO,201900024046,1400,RIVER RD,CPD,2019/08/23 21:04:11+00,1704,"Gower, Charles"
15207,Sex Offense - Forcible Rape,201900024049,1100,"FOREST AVE, A",CPD,2019/08/23 21:00:22+00,1700,"Jaeger, Jeffrey"
15208,Fraud-false pretense,201900024037,100,GREENBRIER DR,CPD,2019/08/23 19:28:41+00,1528,"Newton, Arla"
15209,Disorderly Conduct,201900024032,1500,DAIRY RD,CPD,2019/08/23 18:50:21+00,1450,"Shiflett, Tammy"
15210,Hit and Run,201900024026,,9TH ST NE @ E JEFFERSON ST,CPD,2019/08/23 17:58:24+00,1358,"Trammell, Ryan"
15211,Assist Citizen - Mental/TDO/ECO,201900024022,400,4TH ST NW,CPD,2019/08/23 17:32:09+00,1332,"Oberholzer, Robbie"
15212,Larceny - Shoplifitng,201900024010,1900,EMMET ST N,CPD,2019/08/23 16:17:25+00,1217,"Curtis, David"
15213,Animal Complaint,201900024001,1000,FOREST HILLS AVE,CPD,2019/08/23 14:50:01+00,1050,"Breeden, Casey"
15214,Suspicious Activity,201900023999,,ELLIOTT AVE / 2ND ST SE,CPD,2019/08/23 14:25:03+00,1025,"Cundiff, Ross"
15215,Suspicious Activity,201900023996,300,10TH ST NW,CPD,2019/08/23 14:23:32+00,1023,"Shiflett, Tammy"
15216,Suspicious Activity,201900023991,100,7TH ST NE,CPD,2019/08/23 14:06:30+00,1006,"Stayments, Ronald "
15217,Assist Agency - Other,201900023975,1800,FIELD RD,CPD,2019/08/23 12:55:30+00,0855,"Stayments, Ronald "
15218,Alarm - Unknown,201900023965,700,CHERRY AVE,CPD,2019/08/23 05:53:55+00,0153,"Tennyson, James"
15219,Hit and Run,201900023956,1300,W MAIN ST,CPD,2019/08/23 03:38:50+00,2338,"Belinski, Thomas"
15220,Driving Under the Influence,201900023948,,10TH ST NE / E MARKET ST,CPD,2019/08/23 02:31:31+00,2231,"Bowers, Justin"
15221,Hit and Run,201900023939,,BARRACKS RD @ 250 BYPASS,CPD,2019/08/23 00:28:20+00,2028,"Jaeger, Jeffrey"
15222,Drug Investigation,201900023937,700,FRANKLIN ST,CPD,2019/08/22 23:03:04+00,1903,"Bowers, Justin"
15223,Assist Citizen - Mental/TDO/ECO,201900023928,900,ROSSER LN,CPD,2019/08/22 22:15:04+00,1815,"Jaeger, Jeffrey"
15224,Larceny - Shoplifitng,201900023924,1500,UNIVERSITY AVE,CPD,2019/08/22 21:29:24+00,1729,"Jaeger, Jeffrey"
15225,Accident w/Injuries,201900023904,300,W MAIN ST,CPD,2019/08/22 19:53:20+00,1553,"Gower, Charles"
15226,Vandalism,201900023903,300,6TH ST SW,CPD,2019/08/22 19:49:31+00,1549,"Trammell, Ryan"
15227,Fraud-credit card,201900023902,1100,5TH ST SW,CPD,2019/08/22 19:40:15+00,1540,"Wagner, Christopher "
15228,Missing Person-juvenile,201900023901,1800,EMMET ST N,CPD,2019/08/22 19:24:12+00,1524,"HARPINE, MATTHEW"
15229,Suspicious Activity,201900023894,1400,MELBOURNE RD,CPD,2019/08/22 18:03:44+00,1403,"Nash, Darius"
15230,Disturbance - Non Domestic,201900023889,300,"6 1/2 ST SW, A",CPD,2019/08/22 16:59:02+00,1259,"Bayles, Shawn"
15231,Assist Citizen - Misc,201900023887,1600,GORDON AVE,CPD,2019/08/22 16:14:03+00,1214,"FLURY, MICHAEL"
15232,Suspicious Activity,201900023861,200,LANKFORD AVE,CPD,2019/08/22 13:51:56+00,0951,"Johnston, Ernest"
15233,Assist Citizen - Mental/TDO/ECO,201900023848,1000,W MAIN ST,CPD,2019/08/22 11:57:38+00,0757,"FLURY, MICHAEL"
15234,Larceny - All Other,201900023846,1100,EMMET ST N,CPD,2019/08/22 10:35:34+00,0635,"Jones, Mark"
15235,Misc - Non-Criminal Call,201900023844,100,ROYS PL,CPD,2019/08/22 08:31:57+00,0431,"Lewis, Joey"
15236,Drug Investigation,201900023841,1800,EMMET ST N,CPD,2019/08/22 06:37:20+00,0237,"Jones, Mark"
15237,Assault Intimidation,201900023832,1300,"LONG ST, 4",CPD,2019/08/22 03:50:21+00,2350,"Belinski, Thomas"
15238,Hit and Run,201900023815,1900,N EMMETT ST,CPD,2019/08/22 00:21:30+00,2021,"Young, Steven"
15239,Assault Simple,201900023810,1300,RUGBY RD,CPD,2019/08/21 23:08:09+00,1908,"Young, Steven"
15240,Drug/Narcotics Violation,201900023799,200,W MAIN ST,CPD,2019/08/21 21:43:09+00,1743,"Huber, Christopher"
15241,Hit and Run,201900023791,400,RIDGE MCINTIRE RD,CPD,2019/08/21 20:31:29+00,1631,"Stein, Nathan"
15242,Assist Citizen - Mental/TDO/ECO,201900023790,600,"E HIGH ST, 6",CPD,2019/08/21 20:07:17+00,1607,"Raines, Christopher"
15243,Suspicious Activity,201900023783,1000,HOLMES AVE,CPD,2019/08/21 19:25:58+00,1525,"Godfrey, Gregory "
15244,Larceny - All Other,201900023786,100,CHANCELLOR ST,CPD,2019/08/21 19:14:44+00,1514,"Babij, Joshua"
15245,Larceny - All Other,201900023777,2200,JEFFERSON PARK AVE,CPD,2019/08/21 18:34:00+00,1434,"Trammell, Ryan"
15246,Assist Citizen - Mental/TDO/ECO,201900023772,300,SPRUCE ST,CPD,2019/08/21 17:31:06+00,1331,"Johnston, Ernest"
15247,Hit and Run,201900023765,1300,LONG ST,CPD,2019/08/21 16:19:59+00,1219,"Gore, Michael"
15248,Larceny - From Motor Vehicle,201900023767,2700,MCELROY DR,CPD,2019/08/21 16:14:35+00,1214,"Trammell, Ryan"
15249,Hit and Run,201900023757,900,EMMET ST N,CPD,2019/08/21 15:45:18+00,1145,"HARPINE, MATTHEW"
15250,Fraud-credit card,201900023754,1900,EMMET ST N,CPD,2019/08/21 15:27:13+00,1127,"Trammell, Ryan"
15251,Hit and Run,201900023750,200,MONTICELLO AVE,CPD,2019/08/21 15:09:23+00,1109,"Johnston, Ernest"
15252,Larceny - All Other,201900023745,,11TH ST SW / W MAIN ST,CPD,2019/08/21 14:05:43+00,1005,"Newton, Arla"
15253,Vandalism,201900023740,1200,E HIGH ST,CPD,2019/08/21 13:40:27+00,0940,"Lucas, Todd"
15254,Larceny - From Motor Vehicle,201900023721,100,MARION CT,CPD,2019/08/21 10:52:39+00,0652,"Blackwell, Kyle"
15255,Domestic Disturbance,201900023694,900,RIVES ST,CPD,2019/08/21 00:14:57+00,2014,"Zhang, Kai"
15256,Domestic Disturbance,201900023693,2100,"MICHIE DR, 116",CPD,2019/08/21 00:04:04+00,2004,"Burchardt, Rudy"
15257,Larceny - All Other,201900023678,1100,5TH ST SW,CPD,2019/08/20 21:47:02+00,1747,"Wagner, Christopher "
15258,Larceny - All Other,201900023670,600,ELLIOTT AVE,CPD,2019/08/20 20:30:22+00,1630,"Zhang, Kai"
15259,Drunkeness DIP,201900023654,200,E MAIN ST,CPD,2019/08/20 17:17:49+00,1317,"Newton, Arla"
15260,Suspicious Activity,201900023647,100,"CHANCELLOR ST, 3",CPD,2019/08/20 16:13:51+00,1213,"Collier, Otis"
15261,Larceny - All Other,201900023639,100,OLD PRESTON AVE,CPD,2019/08/20 14:50:08+00,1050,"Coleman, Ursula"
15262,Lost/FoundProperty,201900023636,1700,KENWOOD LN,CPD,2019/08/20 14:31:11+00,1031,"KEPLINGER, CHRISTOPHER"
15263,Assault Simple,201900023624,600,MASON ST,CPD,2019/08/20 12:16:41+00,0816,"FLURY, MICHAEL"
15264,Vandalism,201900023614,2100,"MICHIE DR, 97B",CPD,2019/08/20 05:56:01+00,0156,"Byrd, Timothy"
15265,Suspicious Activity,201900023607,1600,RICKY RD,CPD,2019/08/20 03:48:57+00,2348,"Byrd, Timothy"
15266,Assist Citizen - Mental/TDO/ECO,201900023602,300,SPRUCE ST,CPD,2019/08/20 03:09:28+00,2309,"Blackwell, Ryan"
15267,Vandalism,201900023592,800,"CABELL AVE, D",CPD,2019/08/20 01:29:55+00,2129,"Chan, William"
15268,Vandalism,201900023577,1600,E MARKET ST,CPD,2019/08/19 23:05:08+00,1905,"Wagner, Christopher "
15269,Vandalism,201900023578,100,BROOKWOOD DR,CPD,2019/08/19 21:14:43+00,1714,"Fink, James"
15270,Sex Offense - Forcible Sodomy,201900023564,1300,CARLTON AVE,CPD,2019/08/19 20:49:19+00,1649,"Zhang, Kai"
15271,Lost/FoundProperty,201900023559,1400,MIDLAND ST,CPD,2019/08/19 20:01:42+00,1601,"Zhang, Kai"
15272,Burglary,201900023550,700,6TH ST SE,CPD,2019/08/19 19:05:53+00,1505,"Burnett, James"
15273,Suspicious Activity,201900023548,600,E MARKET ST,CPD,2019/08/19 18:54:57+00,1454,"Stayments, Ronald "
15274,Death Investigation - DOA,201900023547,1400,"VINE ST, A-2",CPD,2019/08/19 18:34:09+00,1434,"Johnston, Ernest"
15275,Misc - Non-Criminal Call,201900023546,,HYDRAULIC RD / 250 BYP,CPD,2019/08/19 18:01:06+00,1401,"Thelen, Rebecca"
15276,Misc - Non-Criminal Call,201900023532,800,ORANGEDALE AVE,CPD,2019/08/19 14:10:50+00,1010,"Curtis, David"
15277,Vandalism,201900023531,1100,5TH ST SW,CPD,2019/08/19 13:50:56+00,0950,"Newton, Arla"
15278,Suspicious Activity,201900023526,600,E MARKET ST,CPD,2019/08/19 12:18:39+00,0818,"KEPLINGER, CHRISTOPHER"
15279,Larceny - All Other,201900023524,700,"RIDGE ST, 1",CPD,2019/08/19 11:36:36+00,0736,"Curtis, David"
15280,Suspicious Activity,201900023518,200,HOLLY DR,CPD,2019/08/19 08:42:09+00,0442,"Byrd, Timothy"
15281,Assault Simple,201900023504,700,ORANGEDALE AVE,CPD,2019/08/19 01:31:15+00,2131,"Zhang, Kai"
15282,Assault Simple,201900023500,1500,MONTICELLO RD,CPD,2019/08/19 00:42:07+00,2042,"Zhang, Kai"
15283,Assist Agency - Backup/Assist,201900023489,600,CONCORD AVE,CPD,2019/08/18 22:25:01+00,1825,"Burchardt, Rudy"
15284,Lost/FoundProperty,201900023485,1100,5TH ST SW,CPD,2019/08/18 21:51:14+00,1751,"Raines, Christopher"
15285,Hit and Run,201900023477,1700,HYDRAULIC RD,CPD,2019/08/18 20:04:54+00,1604,"Burchardt, Rudy"
15286,Hit and Run,201900023473,1500,GREEN ST,CPD,2019/08/18 19:39:16+00,1539,"Zhang, Kai"
15287,Larceny - Shoplifitng,201900023461,800,MONTICELLO RD,CPD,2019/08/18 18:13:10+00,1413,"HARPINE, MATTHEW"
15288,Drunkeness DIP,201900023446,200,E MAIN ST,CPD,2019/08/18 15:00:14+00,1100,"KEPLINGER, CHRISTOPHER"
15289,Motor Vehicle Theft,201900023433,500,"1ST ST S, 201",CPD,2019/08/18 11:31:05+00,0731,"HARPINE, MATTHEW"
15290,Vandalism,201900023431,700,ORANGEDALE AVE,CPD,2019/08/18 10:54:34+00,0654,"Bise, Collin"
15291,Larceny - From Motor Vehicle,201900023430,1500,CHESAPEAKE ST,CPD,2019/08/18 10:46:03+00,0646,"Morris, William "
15292,Drug Investigation,201900023419,1300,CARLTON AVE,CPD,2019/08/18 06:03:50+00,0203,"Bowers, Justin"
15293,Larceny - Shoplifitng,201900023418,1500,UNIVERSITY AVE,CPD,2019/08/18 05:53:22+00,0153,"Holley, Barrett"
15294,Disorderly Conduct,201900023411,200,E MAIN ST,CPD,2019/08/18 04:27:44+00,0027,"Zhang, Kai"
15295,Lost/FoundProperty,201900023403,900,SEMINOLE,CPD,2019/08/18 03:17:04+00,2317,"Babij, Joshua"
15296,Lost/FoundProperty,201900023396,1500,UNIVERSITY AVE,CPD,2019/08/18 01:38:23+00,2138,"Holley, Barrett"
15297,Larceny - All Other,201900023389,700,"WALKER SQ, 4D",CPD,2019/08/17 23:53:53+00,1953,"Babij, Joshua"
15298,Larceny - All Other,201900023373,800,W MAIN ST,CPD,2019/08/17 19:33:36+00,1533,"Godfrey, Gregory "
15299,Driving Under the Influence,201900023366,1400,E HIGH ST,CPD,2019/08/17 17:47:29+00,1347,"KEPLINGER, CHRISTOPHER"
15300,Larceny - Theft from Building,201900023363,100,MONTICELLO AVE,CPD,2019/08/17 17:35:44+00,1335,"Curtis, David"
15301,Lost/FoundProperty,201900023364,1500,UNIVERSITY AVE,CPD,2019/08/17 17:32:38+00,1332,"HARPINE, MATTHEW"
15302,Vandalism,201900023359,100,"WELK PL, B",CPD,2019/08/17 16:56:00+00,1256,"Cundiff, Ross"
15303,Comm Relations Initiative - CRI,201900023354,700,E MAIN ST,CPD,2019/08/17 16:17:46+00,1217,"Pendleton, Eric"
15304,Lost/FoundProperty,201900023355,1100,PAGE ST,CPD,2019/08/17 16:14:53+00,1214,"Godfrey, Gregory "
15305,Assault Simple,201900023345,300,E MAIN ST,CPD,2019/08/17 15:21:29+00,1121,"KEPLINGER, CHRISTOPHER"
15306,Assist Citizen - Mental/TDO/ECO,201900023340,400,11TH ST NW,CPD,2019/08/17 14:27:40+00,1027,"Thomas, Eric"
15307,Traffic - Traffic Hazard,201900023338,1100,EMMET ST S,CPD,2019/08/17 13:45:30+00,0945,"Thelen, Rebecca"
15308,Assault Simple,201900023323,1500,"CARLTON AVE, 18",CPD,2019/08/17 06:39:36+00,0239,"Blackwell, Ryan"
15309,Vandalism,201900023322,100,"14TH ST NW, 1",CPD,2019/08/17 06:29:27+00,0229,"Belinski, Thomas"
15310,Driving Under the Influence,201900023311,,UNIVERSITY AVE / 14TH ST NW,CPD,2019/08/17 04:10:32+00,0010,"Reed, Patrick"
15311,Drug/Narcotics Violation,201900023301,1400,VINE ST,CPD,2019/08/17 02:42:08+00,2242,"Reed, Patrick"
15312,Lost/FoundProperty,201900023297,600,E MARKET ST,CPD,2019/08/17 01:40:46+00,2140,"Babij, Joshua"
15313,Lost/FoundProperty,201900023264,600,E MARKET ST,CPD,2019/08/16 18:57:18+00,1457,"Godfrey, Gregory "
15314,Disorderly Conduct,201900023259,,ORANGEDALE AVE / BAILEY RD,CPD,2019/08/16 18:14:05+00,1414,"Thelen, Rebecca"
15315,Lost/FoundProperty,201900023261,600,E MARKET ST,CPD,2019/08/16 18:07:20+00,1407,"Newton, Arla"
