RecordID,Offense,IncidentID,BlockNumber,StreetName,Agency,DateReported,HourReported,ReportingOfficer
9700,Larceny - All Other,202000031995,300,"4TH ST SE, 8",CPD,2020/11/23 22:11:01+00,1711,"Arreguin, Arron"
9701,Weapons Violations,202000031988,600,E MARKET ST,CPD,2020/11/23 21:08:21+00,1608,"Stein, Nathan"
9702,Family Offense - Non-Violent,202000031986,100,E MAIN ST,CPD,2020/11/23 20:56:00+00,1556,"Smith, Daniel"
9703,Vandalism,202000031984,400,MONTICELLO RD,CPD,2020/11/23 20:41:39+00,1541,"Arreguin, Arron"
9704,Assault Simple,202000031983,200,W SOUTH ST,CPD,2020/11/23 20:07:15+00,1507,"Tennyson, James"
9705,Weapons Violations,202000031982,600,12TH ST NW,CPD,2020/11/23 20:03:14+00,1503,"Samar, Jack"
9706,Larceny - All Other,202000031979,900,HENRY AVE,CPD,2020/11/23 19:22:20+00,1422,"Perkins, Ceaser"
9707,Forgery/Counterfeiting,202000031975,2400,JEFFERSON PARK AVE,CPD,2020/11/23 19:11:28+00,1411,"Joiner, Chaka"
9708,Larceny - From Motor Vehicle,202000031955,1200,"CEDARS CT, B",CPD,2020/11/23 15:54:09+00,1054,"Joiner, Chaka"
9709,Lost/FoundProperty,202000031953,1300,W MAIN ST,CPD,2020/11/23 14:56:24+00,0956,"Johnston, Ernest"
9710,Vandalism,202000031945,100,SEMINOLE CT,CPD,2020/11/23 14:50:52+00,0950,"Samar, Jack"
9711,Larceny - From Motor Vehicle,202000031942,200,E WATER ST,CPD,2020/11/23 14:26:34+00,0926,"Joiner, Chaka"
9712,Assist Citizen - Mental/TDO/ECO,202000031917,1100,"RIVER CT, A",CPD,2020/11/23 04:44:45+00,2344,"Harris, Frank"
9713,Warrant Service,202000031915,600,NORTH AVE,CPD,2020/11/23 04:06:36+00,2306,"Lowry, Ryan"
9714,Vandalism,202000031902,2100,"MICHIE DR, 19B",CPD,2020/11/22 23:24:33+00,1824,"Green, Bryan"
9715,Assault Intimidation,202000031903,800,FOREST ST,CPD,2020/11/22 23:22:47+00,1822,"Lowry, Ryan"
9716,Larceny - From Motor Vehicle,202000031899,600,PRESTON AVE,CPD,2020/11/22 21:50:25+00,1650,"Green, Bryan"
9717,Larceny - Shoplifitng,202000031890,500,W MAIN ST,CPD,2020/11/22 21:26:11+00,1626,"Middleton, Matthew"
9718,Animal Complaint,202000031885,600,PRESTON AVE,CPD,2020/11/22 20:11:45+00,1511,"Tennyson, James"
9719,Assist Citizen - Mental/TDO/ECO,202000031875,2500,JEFFERSON PARK AVE,CPD,2020/11/22 16:58:32+00,1158,"Thomas, Eric"
9720,Motor Vehicle Theft,202000031873,300,MONTICELLO RD,CPD,2020/11/22 16:09:21+00,1109,"Culbreath, Jonathan"
9721,Motor Vehicle Theft,202000031871,700,PARK ST,CPD,2020/11/22 15:35:45+00,1035,"Samar, Jack"
9722,Suspicious Activity,202000031867,300,CARLTON RD,CPD,2020/11/22 15:02:55+00,1002,"Culbreath, Jonathan"
9723,Assist Citizen - Mental/TDO/ECO,202000031861,2300,SHELBY DR,CPD,2020/11/22 13:59:09+00,0859,"KEPLINGER, CHRISTOPHER"
9724,Assault Simple,202000031858,1400,"VINE ST, 3",CPD,2020/11/22 10:55:28+00,0555,"Groff, Hayden"
9725,Assist Agency - Backup/Assist,202000031836,,W SOUTH ST / RIDGE MCINTIRE RD,CPD,2020/11/22 04:08:52+00,2308,"Hall, Stephen"
9726,Hit and Run,202000031830,1400,BRIARCLIFF AVE,CPD,2020/11/22 03:08:47+00,2208,"Green, Bryan"
9727,Assist Citizen - Mental/TDO/ECO,202000031824,1300,W MAIN ST,CPD,2020/11/22 02:05:09+00,2105,"Eckenroth, Rachel"
9728,Assault Simple,202000031822,400,"GARRETT ST, G",CPD,2020/11/22 01:10:32+00,2010,"Smith, Daniel"
9729,Assist Citizen - Mental/TDO/ECO,202000031810,300,UNIVERSITY CIR,CPD,2020/11/21 23:25:22+00,1825,"Eckenroth, Rachel"
9730,Larceny - From Motor Vehicle,202000031812,100,14TH ST NW,CPD,2020/11/21 23:08:39+00,1808,"Huffman, Mark"
9731,Suspicious Activity,202000031808,700,"RIDGE ST, B",CPD,2020/11/21 22:39:28+00,1739,"Smith, Daniel"
9732,Death Investigation - DOA,202000031805,1600,MEADOWBROOK HEIGHTS RD,CPD,2020/11/21 21:02:14+00,1602,"Young, Steven"
9733,Hit and Run,202000031802,800,PAGE ST,CPD,2020/11/21 20:09:13+00,1509,"Pittman, Terry"
9734,Larceny - Shoplifitng,202000031799,200,E MAIN ST,CPD,2020/11/21 19:39:13+00,1439,"Pendleton, Eric"
9735,Vandalism,202000031797,1100,WERTLAND ST,CPD,2020/11/21 19:34:51+00,1434,"Pittman, Terry"
9736,Vandalism,202000031792,400,E WATER ST,CPD,2020/11/21 18:58:31+00,1358,"Shiflett, Tammy"
9737,Larceny - From Motor Vehicle,202000031787,400,15TH ST NW,CPD,2020/11/21 17:47:57+00,1247,"Turner, Devon"
9738,Harassment,202080000140,1800,"E MARKET ST, 1",CPD,2020/11/21 17:04:26+00,1204,"Moje, Ashley"
9739,Larceny - Shoplifitng,202000031774,200,E MAIN ST,CPD,2020/11/21 14:40:05+00,0940,"Young, Steven"
9740,Larceny - From Motor Vehicle,202000031775,100,BOLLINGWOOD RD,CPD,2020/11/21 14:34:09+00,0934,"Turner, Devon"
9741,Vandalism,202000031772,1200,E MARKET ST,CPD,2020/11/21 14:30:18+00,0930,"Shiflett, Tammy"
9742,Larceny - From Motor Vehicle,202000031768,1900,LEWIS MOUNTAIN RD,CPD,2020/11/21 13:42:48+00,0842,"Turner, Devon"
9743,Weapons Violations,202000031760,700,MCINTIRE RD,CPD,2020/11/21 08:09:46+00,0309,"Hall, Stephen"
9744,Misc - Criminal Call,202000031730,800,"HARDY DR, D",CPD,2020/11/21 02:21:26+00,2121,"Smith, Daniel"
9745,Motor Vehicle Theft,202000031728,1100,5TH ST SW,CPD,2020/11/21 01:38:19+00,2038,"Green, Bryan"
9746,Assault Intimidation,202000031726,500,2ND ST NE,CPD,2020/11/21 00:49:40+00,1949,"Bowlin, Jacob"
9747,Assault Intimidation,202000031710,700,NASSAU ST,CPD,2020/11/20 21:41:42+00,1641,"Thomas, Eric"
9748,Hit and Run,202000031707,1500,BROAD AVE,CPD,2020/11/20 20:18:22+00,1518,"Godfrey, Gregory "
9749,Assault Simple,202000031701,,PROSPECT AVE / UNIVERSITY MNR,CPD,2020/11/20 20:17:33+00,1517,"Barbour, Tremaine"
9750,Lost/FoundProperty,202000031698,1400,MELBOURNE RD,CPD,2020/11/20 19:30:25+00,1430,"Godfrey, Gregory "
9751,Disorderly Conduct,202000031691,2300,"NORTH BERKSHIRE RD, B",CPD,2020/11/20 17:55:29+00,1255,"KEPLINGER, CHRISTOPHER"
9752,Suspicious Activity,202000031688,1100,5TH ST SW,CPD,2020/11/20 17:02:51+00,1202,"Barbour, Tremaine"
9753,Fraud-false pretense,202000031682,900,E JEFFERSON ST,CPD,2020/11/20 16:40:22+00,1140,"Wagner, Christopher "
9754,Larceny - All Other,202000031681,200,W WATER ST,CPD,2020/11/20 16:20:45+00,1120,"Shiflett, Tammy"
9755,Misc - Criminal Call,202000031659,500,RUGBY RD,CPD,2020/11/20 06:25:41+00,0125,"McNerney, Todd"
9756,Larceny - Shoplifitng,202000031647,1100,5TH ST SW,CPD,2020/11/20 03:33:35+00,2233,"Lucas, Corbin"
9757,Assault Aggravated,202000031645,2300,ANGUS RD,CPD,2020/11/20 03:06:06+00,2206,"Green, Bryan"
9758,Missing Person-juvenile,202000031637,1900,EMMET ST N,CPD,2020/11/20 00:04:31+00,1904,"Green, Bryan"
9759,Hit and Run,202000031630,,GARRETT ST / 4TH ST SE,CPD,2020/11/19 22:08:44+00,1708,"Holley, Barrett"
9760,Hit and Run,202000031628,,AVON ST @ LEVY AVE,CPD,2020/11/19 21:49:09+00,1649,"Arreguin, Arron"
9761,Larceny - From Motor Vehicle,202000031622,1600,E MARKET ST,CPD,2020/11/19 21:36:15+00,1636,"Harlow, Matthew"
9762,Forgery/Counterfeiting,202000031625,2400,JEFFERSON PARK AVE,CPD,2020/11/19 20:22:01+00,1522,"Lucas, Corbin"
9763,Larceny - Shoplifitng,202000031618,1100,5TH ST SW,CPD,2020/11/19 19:56:56+00,1456,"Arreguin, Arron"
9764,Lost/FoundProperty,202000031613,2000,IVY RD,CPD,2020/11/19 18:56:57+00,1356,"Arndt, Brian"
9765,Lost/FoundProperty,202000031606,500,ROCKLAND AVE,CPD,2020/11/19 17:57:47+00,1257,"Maney, Edward"
9766,Fraud-false pretense,202000031597,900,BOLLING AVE,CPD,2020/11/19 16:39:29+00,1139,"Wagner, Christopher "
9767,Lost/FoundProperty,202000031596,1600,EMMET ST N,CPD,2020/11/19 16:03:29+00,1103,"Joiner, Chaka"
9768,Suspicious Activity,202000031592,600,7 1/2 ST SW,CPD,2020/11/19 15:56:51+00,1056,"Hamill, Annmarie"
9769,Runaway,202000031589,1600,"6TH ST SE, 34",CPD,2020/11/19 15:24:54+00,1024,"Pendleton, Eric"
9770,Hit and Run,202000031579,800,NASSAU ST,CPD,2020/11/19 12:16:34+00,0716,"Joiner, Chaka"
9771,Drunkeness DIP,202000031556,1900,EMMET ST N,CPD,2020/11/19 03:49:44+00,2249,"Stein, Nathan"
9772,Assault Aggravated,202000031554,2300,"NORTH BERKSHIRE RD, B",CPD,2020/11/19 03:03:46+00,2203,"Lucas, Corbin"
9773,Trespass,202000031548,2000,"HOLIDAY DR, 243",CPD,2020/11/19 01:43:54+00,2043,"Lee, Chandler"
9774,Assist Citizen - Mental/TDO/ECO,202000031541,1400,AVON ST,CPD,2020/11/18 23:20:36+00,1820,"Bowers, Justin"
9775,Lost/FoundProperty,202000031536,600,E MARKET ST,CPD,2020/11/18 22:32:51+00,1732,"Lowry, Ryan"
9776,Hit and Run,202000031532,1900,EMMET ST N,CPD,2020/11/18 21:55:22+00,1655,"Huffman, Mark"
9777,Assist Citizen - Misc,202000031531,800,"CABELL AVE, A",CPD,2020/11/18 21:40:53+00,1640,"Lucas, Corbin"
9778,Vandalism,202000031529,1800,MONTICELLO RD,CPD,2020/11/18 21:04:29+00,1604,"Thomas, Eric"
9779,Hit and Run,202000031526,300,4TH ST NE,CPD,2020/11/18 20:31:27+00,1531,"Shiflett, Tammy"
9780,Assist Citizen - Mental/TDO/ECO,202000031508,300,DICE ST,CPD,2020/11/18 18:25:15+00,1325,"Johnston, Ernest"
9781,Larceny - Of Veh Parts/Access,202000031507,200,7TH ST SW,CPD,2020/11/18 18:22:17+00,1322,"Joiner, Chaka"
9782,Fraud-impersonation,202000031500,1000,DRUID AVE,CPD,2020/11/18 16:35:55+00,1135,"Joiner, Chaka"
9783,Vandalism,202080000139,500,2ND ST SE,CPD,2020/11/18 14:33:41+00,0933,"Moje, Ashley"
9784,Animal - Bite,202000031494,800,"HARDY DR, C",CPD,2020/11/18 14:03:00+00,0903,"Breeden, Casey"
9785,Motor Vehicle Theft,202000031492,1500,VIRGINIA AVE,CPD,2020/11/18 13:52:57+00,0852,"Joiner, Chaka"
9786,Suspicious Activity,202000031488,1700,HYDRAULIC RD,CPD,2020/11/18 11:59:56+00,0659,"Barbour, Tremaine"
9787,Disorderly Conduct,202000031464,900,FOREST ST,CPD,2020/11/18 03:30:34+00,2230,"Adams, Jonathan"
9788,Assist Citizen - Mental/TDO/ECO,202000031463,1000,BELMONT AVE,CPD,2020/11/18 03:15:32+00,2215,"Bowers, Justin"
9789,Burglary,202000031461,1500,"E MARKET ST, 203",CPD,2020/11/18 02:49:06+00,2149,"Lowry, Ryan"
9790,Assist Citizen - Welfare Check,202000031455,900,ROUGEMONT AVE,CPD,2020/11/18 01:25:33+00,2025,"Bowers, Justin"
9791,Hit and Run,202000031449,100,MADISON LN,CPD,2020/11/18 00:13:47+00,1913,"Via, Ryan"
9792,Vandalism,202000031443,1100,EMMET ST N,CPD,2020/11/17 22:07:52+00,1707,"Burchardt, Rudy"
9793,Larceny - From Motor Vehicle,202000031437,600,MALCOLM,CPD,2020/11/17 21:03:05+00,1603,"Lowry, Ryan"
9794,Misc - Criminal Call,202000031431,800,"WATSON AVE, A",CPD,2020/11/17 20:02:23+00,1502,"Wagner, Christopher "
9795,Fraud-impersonation,202000031433,500,RIDGE ST,CPD,2020/11/17 20:02:11+00,1502,"Young, Steven"
9796,Vandalism,202000031427,1700,CHESAPEAKE ST,CPD,2020/11/17 18:52:35+00,1352,"Joiner, Chaka"
9797,Larceny - Of Veh Parts/Access,202080000138,300,250 BYPASS,CPD,2020/11/17 18:21:57+00,1321,"Moje, Ashley"
9798,Vandalism,202000031414,300,4TH ST SE,CPD,2020/11/17 17:05:04+00,1205,"Culbreath, Jonathan"
9799,Assault Intimidation,202000031411,100,"HARRIS RD, A",CPD,2020/11/17 16:30:54+00,1130,"Joiner, Chaka"
9800,Motor Vehicle Theft,202000031404,500,8TH ST NE,CPD,2020/11/17 15:30:16+00,1030,"Young, Steven"
9801,Larceny - Of Veh Parts/Access,202000031398,600,1ST ST S,CPD,2020/11/17 14:30:01+00,0930,"Joiner, Chaka"
9802,Motor Vehicle Theft,202000031394,300,SPRUCE ST,CPD,2020/11/17 13:25:33+00,0825,"Culbreath, Jonathan"
9803,Misc - Criminal Call,202000031391,700,"PROSPECT AVE, G",CPD,2020/11/17 12:33:39+00,0733,"Oberholzer, Robbie"
9804,Assist Agency - Backup/Assist,202000031371,1500,UNIVERSITY AVE,CPD,2020/11/17 03:54:00+00,2254,"Fink, James"
9805,Assault Simple,202000031370,1100,LOCUST AVE,CPD,2020/11/17 03:01:33+00,2201,"Burchardt, Rudy"
9806,Assault Simple,202000031348,1400,"SHORT 18TH ST, A",CPD,2020/11/16 21:51:24+00,1651,"Lowry, Ryan"
9807,Larceny - Shoplifitng,202000031344,1100,EMMET ST N,CPD,2020/11/16 21:18:48+00,1618,"Burchardt, Rudy"
9808,Vandalism,202000031338,400,GARRETT ST,CPD,2020/11/16 20:00:32+00,1500,"Culbreath, Jonathan"
9809,Hit and Run,202000031337,1900,EMMET ST N,CPD,2020/11/16 19:25:18+00,1425,"Turner, Devon"
9810,Vandalism,202000031335,1300,LONG ST,CPD,2020/11/16 19:18:17+00,1418,"Joiner, Chaka"
9811,Assist Citizen - Mental/TDO/ECO,202000031334,200,W MAIN ST,CPD,2020/11/16 19:10:22+00,1410,"Young, Steven"
9812,Hit and Run,202000031323,300,10TH ST NW,CPD,2020/11/16 17:56:31+00,1256,"Nash, Darius"
9813,Animal Complaint,202000031310,1100,DRUID AVE,CPD,2020/11/16 15:09:06+00,1009,"Breeden, Casey"
9814,Vandalism,202000031280,2200,ANGUS RD,CPD,2020/11/16 05:01:02+00,0001,"Miller, Devin"
9815,Robbery - Strong Arm,202000031262,900,ROCK CREEK RD,CPD,2020/11/16 01:19:14+00,2019,"Stein, Nathan"
9816,Larceny - Shoplifitng,202000031255,1400,UNIVERSITY AVE,CPD,2020/11/15 22:45:09+00,1745,"Smith, Daniel"
9817,Assault Simple,202000031252,1100,MILLMONT ST,CPD,2020/11/15 22:04:55+00,1704,"Via, Ryan"
9818,Hit and Run,202000031247,900,EMMET ST N,CPD,2020/11/15 19:55:44+00,1455,"Turner, Devon"
9819,Assault Simple,202000031245,2500,JEFFERSON PARK AVE,CPD,2020/11/15 19:23:46+00,1423,"Barbour, Tremaine"
9820,Assist Citizen - Mental/TDO/ECO,202000031207,2400,FONTAINE AVE,CPD,2020/11/15 03:11:07+00,2211,"Wood, Joseph"
9821,Homicide-murder/non-negligent,202000031204,,ORANGEDALE AVE / BAILEY RD,CPD,2020/11/15 02:11:32+00,2111,"Smith, Daniel"
9822,Assist Citizen - Mental/TDO/ECO,202000031201,200,HARRIS RD,CPD,2020/11/15 01:38:00+00,2038,"Holley, Barrett"
9823,Motor Vehicle Theft,202000031199,900,W MAIN ST,CPD,2020/11/15 01:05:45+00,2005,"Gower, Charles"
9824,Shots Fired/Illegal Hunting,202000031196,,MONTICELLO AVE / 6TH ST SE,CPD,2020/11/15 01:05:03+00,2005,"Bowers, Justin"
9825,Suspicious Activity,202000031177,2200,"ANGUS RD, 27",CPD,2020/11/14 20:08:55+00,1508,"Bayles, Shawn"
9826,Accident w/Injuries,202000031169,,MONTICELLO AVE @ DRUID AVE,CPD,2020/11/14 19:03:28+00,1403,"Tennyson, James"
9827,Fraud-false pretense,202000031166,800,W MAIN ST,CPD,2020/11/14 18:10:44+00,1310,"Pittman, Terry"
9828,Sex Offense-forcible fondling,202000031141,1200,E MARKET ST,CPD,2020/11/14 06:30:54+00,0130,"Vlasis, Christopher"
9829,Suspicious Activity,202000031119,500,CAROLINE AVE,CPD,2020/11/14 03:19:14+00,2219,"Smith, Daniel"
9830,Assault Simple,202000031108,200,AVON ST,CPD,2020/11/13 23:45:24+00,1845,"Holley, Barrett"
9831,Vandalism,202000031107,500,E MAIN ST,CPD,2020/11/13 23:30:56+00,1830,"Harlow, Matthew"
9832,Vandalism,202000031087,1900,JEFFERSON PARK AVE,CPD,2020/11/13 19:34:33+00,1434,"KEPLINGER, CHRISTOPHER"
9833,Larceny - Pocket Picking,202080000137,1500,UNIVERSITY AVE,CPD,2020/11/13 17:03:39+00,1203,"Moje, Ashley"
9834,Assault Simple,202000031070,700,"MCINTIRE RD, B",CPD,2020/11/13 16:24:19+00,1124,"Shiflett, Tammy"
9835,Larceny - All Other,202000031069,200,4TH ST NW,CPD,2020/11/13 16:22:34+00,1122,"Shiflett, Tammy"
9836,Animal - Bite,202000031068,,MERIDIAN ST / BELMONT AVE,CPD,2020/11/13 15:28:17+00,1028,"Breeden, Casey"
9837,Animal - Bite,202000031063,200,MONTE VISTA AVE,CPD,2020/11/13 14:37:27+00,0937,"Breeden, Casey"
9838,Assist Citizen - Mental/TDO/ECO,202000031060,900,"1ST ST S, C",CPD,2020/11/13 14:05:04+00,0905,"Pendleton, Eric"
9839,Assist Citizen - Mental/TDO/ECO,202000031043,500,CAROLINE AVE,CPD,2020/11/13 05:53:23+00,0053,"Boury, Bethany"
9840,Weapons Violations,202000031041,700,ELSOM ST,CPD,2020/11/13 05:16:25+00,0016,"Hounsel, Eli"
9841,Suspicious Activity,202000031034,1100,5TH ST SW,CPD,2020/11/13 03:45:53+00,2245,"Green, Bryan"
9842,Suspicious Activity,202000031029,100,ELLIEWOOD AVE,CPD,2020/11/13 02:49:52+00,2149,"Eckenroth, Rachel"
9843,Animal - Bite,202000031028,100,OAK ST,CPD,2020/11/13 02:44:26+00,2144,"Bowers, Justin"
9844,Hit and Run,202000031023,1600,6TH ST SE,CPD,2020/11/13 01:44:12+00,2044,"Green, Bryan"
9845,Shots Fired/Illegal Hunting,202000031019,1300,HAMPTON ST,CPD,2020/11/13 00:46:07+00,1946,"Bowers, Justin"
9846,Larceny - Shoplifitng,202000031011,1100,5TH ST SW,CPD,2020/11/12 22:49:50+00,1749,"Green, Bryan"
9847,Narcotics,202000031009,100,ELKHORN RD,CPD,2020/11/12 22:48:09+00,1748,"Gower, Charles"
9848,Disorderly Conduct,202000031003,500,ROCKLAND AVE,CPD,2020/11/12 22:03:42+00,1703,"Bowers, Justin"
9849,Assault Aggravated,202000030993,1400,MOORES ST,CPD,2020/11/12 19:36:52+00,1436,"Shiflett, Tammy"
9850,Motor Vehicle Theft,202000030994,1800,MONTICELLO RD,CPD,2020/11/12 19:36:48+00,1436,"Thomas, Eric"
9851,Suspicious Activity,202000030949,1100,E MARKET ST,CPD,2020/11/12 04:38:43+00,2338,"Freivald, Jon"
9852,Weapons Violations,202000030948,,MEADE AVE / CARLTON RD,CPD,2020/11/12 04:04:33+00,2304,"Middleton, Matthew"
9853,Hit and Run,202000030927,2200,CENTER AVE,CPD,2020/11/11 20:50:56+00,1550,"Green, Bryan"
9854,Assist Agency - Other,202000030925,1100,6TH ST SE,CPD,2020/11/11 20:10:31+00,1510,"Bowers, Justin"
9855,Assist Citizen - Welfare Check,202000030907,400,15TH ST NW,CPD,2020/11/11 16:55:20+00,1155,"Nash, Darius"
9856,Vandalism,202000030901,1100,5TH ST SW,CPD,2020/11/11 15:02:07+00,1002,"Culbreath, Jonathan"
9857,Suspicious Activity,202000030899,700,CONCORD AVE,CPD,2020/11/11 14:35:51+00,0935,"Hiner, Kim"
9858,Larceny - From Motor Vehicle,202000030895,2300,"FONTAINE AVE, B",CPD,2020/11/11 12:38:21+00,0738,"Nash, Darius"
9859,Larceny - From Motor Vehicle,202000030893,2100,"MICHIE DR, 106",CPD,2020/11/11 10:38:44+00,0538,"Adams, Jonathan"
9860,Misc - Criminal Call,202080000136,,"W MAIN ST, 635",CPD,2020/11/11 04:20:48+00,2320,"Moje, Ashley"
9861,Pornography,202000030823,700,"NALLE ST, A",CPD,2020/11/10 16:46:16+00,1146,"Joiner, Chaka"
9862,Vandalism,202000030812,1900,ARLINGTON BLVD,CPD,2020/11/10 12:10:58+00,0710,"Turner, Devon"
9863,Larceny - Shoplifitng,202000030801,2100,BARRACKS RD,CPD,2020/11/10 08:06:30+00,0306,"Adams, Jonathan"
9864,Larceny - Shoplifitng,202000030779,1100,MILLMONT ST,CPD,2020/11/10 02:57:12+00,2157,"Burchardt, Rudy"
9865,Larceny - Theft from Building,202080000135,1000,WERTLAND ST,CPD,2020/11/10 00:25:19+00,1925,"Moje, Ashley"
9866,Fraud-false pretense,202000030763,1200,"LITTLE HIGH ST, B",CPD,2020/11/09 21:17:43+00,1617,"Smith, Daniel"
9867,Lost/FoundProperty,202000030764,,MADISON AVE / MEADOW ST,CPD,2020/11/09 21:17:29+00,1617,"Middleton, Matthew"
9868,Vandalism,202000030752,100,MEADE AVE,CPD,2020/11/09 17:52:54+00,1252,"Turner, Devon"
9869,Assault Simple,202000030741,100,W MARKET ST,CPD,2020/11/09 15:36:31+00,1036,"Lucas, Todd"
9870,Suspicious Activity,202000030731,1500,E HIGH ST,CPD,2020/11/09 13:30:32+00,0830,"Turner, Devon"
9871,Larceny - All Other,202000030728,100,GARRETT ST,CPD,2020/11/09 11:51:59+00,0651,"Vlasis, Christopher"
9872,Family Offense - Non-Violent,202000030710,400,RIVERSIDE AVE,CPD,2020/11/09 04:56:54+00,2356,"Harris, Frank"
9873,Drug/Narcotics Violation,202000030623,1900,EMMET ST N,CPD,2020/11/08 01:02:53+00,2002,"Eckenroth, Rachel"
9874,Harassment,202000030620,900,ROCK CREEK RD,CPD,2020/11/07 23:43:29+00,1843,"Lucas, Corbin"
9875,Suspicious Activity,202000030603,600,E MARKET ST,CPD,2020/11/07 18:05:59+00,1305,"Pendleton, Eric"
9876,Vandalism,202000030595,,ROOSEVELT BROWN BLVD / 9TH ST SW,CPD,2020/11/07 15:39:03+00,1039,"Harlow, Matthew"
9877,Larceny - Shoplifitng,202000030591,200,E MAIN ST,CPD,2020/11/07 14:39:00+00,0939,"Pittman, Terry"
9878,Vandalism,202000030589,800,HENRY AVE,CPD,2020/11/07 13:22:46+00,0822,"Godfrey, Gregory "
9879,Hit and Run,202000030588,1600,EMMET ST N,CPD,2020/11/07 13:04:08+00,0804,"Turner, Devon"
9880,Assist Citizen - Mental/TDO/ECO,202000030587,1600,E MARKET ST,CPD,2020/11/07 12:42:02+00,0742,"Shiflett, Tammy"
9881,Vandalism,202000030583,200,15TH ST NW,CPD,2020/11/07 10:31:41+00,0531,"Miller, Devin"
9882,Weapons Violations,202000030581,900,"1ST ST S, C",CPD,2020/11/07 08:31:31+00,0331,"McNerney, Todd"
9883,Weapons Violations,202000030558,2000,HOLIDAY DR,CPD,2020/11/07 04:16:37+00,2316,"Haug, Ian"
9884,Sex Offense - Forcible Rape,202000030526,200,HARTMANS MILL RD,CPD,2020/11/06 20:06:40+00,1506,"Pendleton, Eric"
9885,Assault Simple,202000030513,300,"14TH ST NW, 1",CPD,2020/11/06 17:42:31+00,1242,"Oberholzer, Robbie"
9886,Vandalism,202000030505,300,12TH ST NE,CPD,2020/11/06 16:56:53+00,1156,"Shiflett, Tammy"
9887,Assist Citizen - Mental/TDO/ECO,202000030497,1600,"AMHERST ST, A",CPD,2020/11/06 13:43:03+00,0843,"KEPLINGER, CHRISTOPHER"
9888,Vandalism,202000030496,,UNIVERSITY CIR,CPD,2020/11/06 13:28:05+00,0828,"Harlow, Matthew"
9889,Burglary,202000030495,400,EMMET ST N,CPD,2020/11/06 13:25:50+00,0825,"Oberholzer, Robbie"
9890,Driving Under the Influence,202000030486,1200,EMMET ST N,CPD,2020/11/06 07:17:09+00,0217,"Groff, Hayden"
9891,Assault Simple,202000030483,900,CHARLTON AVE,CPD,2020/11/06 02:56:19+00,2156,"Blackwell, Kyle"
9892,Homicide-murder/non-negligent,202000030473,900,1ST ST S,CPD,2020/11/06 02:37:21+00,2137,"Fink, James"
9893,Animal Complaint,202000030460,,5TH ST SW @ HARRIS RD,CPD,2020/11/05 23:30:25+00,1830,"Fink, James"
9894,Hit and Run,202000030456,,RIDGE ST @ CHERRY AVE,CPD,2020/11/05 22:21:25+00,1721,"Holley, Barrett"
9895,Larceny - All Other,202000030447,,1ST ST S / E MAIN ST,CPD,2020/11/05 21:43:11+00,1643,"Houchens, Logan"
9896,Hit and Run,202000030442,700,GROVE AVE,CPD,2020/11/05 20:55:52+00,1555,"Gower, Charles"
9897,Larceny - From Motor Vehicle,202000030440,200,RIVERSIDE AVE,CPD,2020/11/05 20:16:11+00,1516,"Shiflett, Tammy"
9898,Larceny - From Motor Vehicle,202000030435,200,RIVERSIDE AVE,CPD,2020/11/05 20:12:51+00,1512,"Shiflett, Tammy"
9899,Vandalism,202000030430,300,COURT,CPD,2020/11/05 18:12:42+00,1312,"Shiflett, Tammy"
9900,Assault Simple,202000030411,1100,CHERRY ST,CPD,2020/11/05 15:22:53+00,1022,"Harlow, Matthew"
9901,Assault Aggravated,202000030391,800,"SHAMROCK RD, B",CPD,2020/11/05 07:04:08+00,0204,"Bise, Collin"
9902,Assault Simple,202000030390,400,"4TH ST NW, 201",CPD,2020/11/05 06:31:10+00,0131,"Blackwell, Kyle"
9903,Traffic Stops,202000030378,600,RIDGE ST,CPD,2020/11/05 04:37:12+00,2337,"Fink, James"
9904,Fraud-false pretense,202080000134,100,"YELLOWSTONE DR, 202-140",CPD,2020/11/05 00:27:29+00,1927,"Moje, Ashley"
9905,Assault Simple,202000030363,700,"E HIGH ST, 307",CPD,2020/11/04 23:43:25+00,1843,"Middleton, Matthew"
9906,Narcotics,202000030356,1800,EMMET ST N,CPD,2020/11/04 22:44:01+00,1744,"Gower, Charles"
9907,Animal - Bite,202000030349,1600,"6TH ST SE, 34",CPD,2020/11/04 21:40:19+00,1640,"Bowers, Justin"
9908,Accident Property Damage,202000030348,2100,ANGUS RD,CPD,2020/11/04 21:31:36+00,1631,"Huffman, Mark"
9909,Larceny - From Motor Vehicle,202080000133,1000,"LINDEN AVE, Apt O",CPD,2020/11/04 17:31:35+00,1231,"Moje, Ashley"
9910,Assault Simple,202000030336,100,W MARKET ST,CPD,2020/11/04 16:58:26+00,1158,"Harlow, Matthew"
9911,Larceny - Of Veh Parts/Access,202000030332,700,HENRY AVE,CPD,2020/11/04 16:10:46+00,1110,"Joiner, Chaka"
9912,Assault Simple,202000030299,1000,GROVE ST,CPD,2020/11/04 01:21:10+00,2021,"Holley, Barrett"
9913,Hit and Run,202000030291,,GRADY AVE / 12TH ST NW,CPD,2020/11/03 23:13:55+00,1813,"Lowry, Ryan"
9914,Suspicious Activity,202000030289,1300,"CARLTON AVE, 113",CPD,2020/11/03 23:13:07+00,1813,"Bowers, Justin"
9915,Narcotics,202000030285,200,MONTE VISTA AVE,CPD,2020/11/03 21:58:38+00,1658,"Fink, James"
